Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership
"Allstate
3.4",-1,-1,-1,-1,"Where good people build rewarding careers.

Think that working in the insurance field can't be exciting, rewarding and challenging? Think again. You'll help us reinvent protection and retirement to improve customers' lives. We'll help you make an impact with our training and mentoring offerings. Here, you'll have the opportunity to expand and apply your skills in ways you never thought possible. And you'll have fun doing it. Join a company of individuals with hopes, plans and passions, all using and developing our talents for good, at work and in life.

Job Description

Data Discovery and Decision Science (D3) is the research and analytics organization at Allstate. We are solving some of today's most complicated analytics problems, making the lives of our Allstate colleagues easier and more productive, and driving our mission to deliver perfect insurance solutions to our customers. We are avid about learning and applying new tools and techniques to get the most value from our massive data resources. As a Senior Data Scientist in D3, you will get 10% of your time to innovate, work on your own initiatives, learn, collaborate, and teach. In partnership with technology and the business, we are incorporating analytics into every aspect of the enterprise. We are deeply committed to developing ourselves and others as a path to success.

This work will include the development and management of new machine learning and predictive modeling algorithms, along with utilizing natural language processing and natural language understanding techniques. You'll be involved with the coding and development of tools that guide business decisions; searching for and integrating new data that improves our modeling and machine learning results (and ultimately our decisions) and discovery of solutions to business problems that can be solved through the use of these techniques. You will also begin to manage projects.

Key Responsibilities
Uses best practices to develop statistical, machine learning techniques to build models that address business needs.
Manages data and data requests to improve the accuracy of our data and decisions made from data analysis.
Uses and learns a wide variety of tools and languages to achieve results (e.g., R, SAS, Python, Hadoop).
Identifies languages and tools that can bring efficiencies or needed techniques to the team.
Works on data and business problems to drive improved business results through designing, building, and partnering to implement models.
Collaborates the with team in order to improve the effectiveness of business decisions through the use of data and machine learning/predictive modeling.
Understands the business' problems to identify the optimal modeling approach.
Communicates to team members, leadership and stakeholders on findings to ensure models are well understood and incorporated into business processes.
Utilizes effective project planning techniques to break down moderately complex projects into tasks and ensure deadlines are kept
Works with leaders to ensure the project will meet their needs.
The development and execution of a communication strategy, with appropriate coaching, that keeps all relevant stakeholders informed and provides an opportunity to influence the direction of the work.
Reviews and evaluates on appropriateness of techniques, given current modeling practices, to senior leadership.
Job Qualifications
Degree in a quantitative field such as statistics, mathematics, computer science, finance
Master's or PhD preferred in a quantitative field such as statistics, mathematics, computer science, finance, or economics
Experience in using statistical modeling and/or machine learning techniques to build models that have driven company decision making
Experience in managing and manipulating large, complex datasets
Experience in working with statistical software such as SAS, SPSS, MatLab, R, CART, etc.
Understanding of the Insurance market place; economics and regulation preferred
Ability to code and develop prototypes in languages such as Python, Perl, Java, C
Knowledge of advanced modeling technique
Ability to analyze and interpret moderate to complex concepts
Ability to provide written and oral interpretation of highly specialized terms and data, and ability to present this data to others with different levels of expertise
Demonstrated analytic agility
The candidate(s) offered this position will be required to submit to a background investigation, which includes a drug screen.

Good Work. Good Life. Good Hands.

As a Fortune 100 company and industry leader, we provide a competitive salary - but that's just the beginning. Our Total Rewards package also offers benefits like tuition assistance, medical and dental insurance, as well as a robust pension and 401(k). Plus, you'll have access to a wide variety of programs to help you balance your work and personal life - including a generous paid time off policy.

Learn more about life at Allstate. Connect with us on Twitter, Facebook, Instagram and LinkedIn or watch a video.

Allstate generally does not sponsor individuals for employment-based visas for this position.

Effective July 1, 2014, under Indiana House Enrolled Act (HEA) 1242, it is against public policy of the State of Indiana and a discriminatory practice for an employer to discriminate against a prospective employee on the basis of status as a veteran by refusing to employ an applicant on the basis that they are a veteran of the armed forces of the United States, a member of the Indiana National Guard or a member of a reserve component.

For jobs in San Francisco, please click ""here"" for information regarding the San Francisco Fair Chance Ordinance.

For jobs in Los Angeles, please click ""here"" for information regarding the Los Angeles Fair Chance Initiative for Hiring Ordinance.

It is the policy of Allstate to employ the best qualified individuals available for all jobs without regard to race, color, religion, sex, age, national origin, sexual orientation, gender identity/gender expression, disability, and citizenship status as a veteran with a disability or veteran of the Vietnam Era.

Requisition #: 158437-en_US

dz1rbepqf",Senior Data Scientist,"Chicago, IL",3.4,-1,101 k$-125 k$ (Esti. de Glassdoor),-1,-1,Entreprise cotée en bourse
"The Ashlar Group
3.7",-1,-1,-1,-1,"Company - Major Consumer Credit Reporting Agency

Position - Data Scientist - Telecommunications

Compensation - $120K - $140K a year

Position Type - Full Time

Location - Chicago, Illinois

What we'll bring:
A welcoming and energetic environment that encourages collaboration and innovation. We consistently explore new technologies and tools to be agile
Flexible time off, workplace flexibility, an environment that welcomes continued professional growth through support of tuition reimbursement, conferences and seminars
Our culture encourages our people to hone current skills and build new capabilities while discovering their genius
Deep technical expertise and an established reputation as an analytic solutions provider in the Financial Services industry
Modern computing environment based on best-in-class ""big data? technologies and the freedom to explore new data sources and statistical and machine learning methodologies
What you'll bring:
Master's or PhD degree in statistics, applied mathematics, financial mathematics, engineering, operations research, or another highly quantitative field. A track record of academic excellence
At least four (4) years of professional experience performing analytic work in Financial Services or related industries
Multiple examples of demonstrated success in client-facing roles over a period of at least three (3) years
Advanced programming skills; mastery of a statistical language such as R or SAS; experience using other programming and data manipulation languages (SQL, Hive, Pig, Python, C/C++, Java); proficiency with Microsoft Office tools
We'd love to see:
Ability to travel 10-20%
Strong analytical, critical thinking, and creative problem-solving skills
Versatile interpersonal and communication style with the ability to effectively communicate at multiple levels within and outside the organization; ability to work in a collaborative, fast-paced environment
Strong project management skills with the ability to manage multiple assignments effectively
A deep understanding of current industry challenges and trends at the level needed to proactively identify customers' analytical needs and related business opportunities
Impact you'll make:
You will partner with internal and external cross-functional teams to drive new business initiatives and deliver long term value-added product propositions for B2B customers in the US financial services segment at the company. This includes but is not limited to the development of predictive risk management and business intelligence solutions for credit card issuers, auto & mortgage lenders, telecommunications, collections agencies and retail banks.
You will design and lead client engagements involving descriptive, predictive, and prescriptive analysis leveraging a variety of techniques (such as segmentation, logistic regression, survival analysis, principal component analysis, Monte Carlo simulation, scenario and sensitivity analysis, and machine learning); this will involve delegating tasks to other team members and managing the team to meet deliverables on time
You will design and write programs for data extraction, segmentation and statistical analysis on large population datasets using languages such as R, SAS, SQL, Hive, and Pig on Linux, PC, and mainframe computing platforms.
You will deliver analytic insights and recommendations in succinct and compelling presentations for internal and external customers and an executive audience.
You will serve as an advisor and partner to the senior management team: proactively seek out opportunities for innovation and present new ideas and solutions on behalf of the team",Data Scientist - Telecommunications,"Chicago, IL",3.7,-1,79 k$-104 k$ (Esti. de Glassdoor),-1,-1,Entreprise non cotée en bourse
"Zoro Tools
3.6",-1,-1,-1,-1,"Company Summary:
Zoro.com is an eCommerce company that sells business supplies, equipment, and tools—but we’re much more than just a website. We’re a team of people who win and lose together (we prefer winning!). Since 2011, Zoro has been working hard to make it easy for our customers to purchase everything they need to make their businesses go. Zoro currently offers 3 million products, fast and free shipping, no-hassle returns, and exceptional customer service. We’ve grown quickly in a short time, recently surpassing 400 team members and reaching annual revenue of over $500 million. Add to that our award-winning culture—we were named a Great Place to Work for 2019-20, among other accolades—and we think Zoro is a pretty amazing place to work and grow.
Primary Function:
Our Sr. Data Scientists are key contributors to the development of Zoro’s customer, product, eCommerce, and pricing plans. The Data Science team covers a broad scope of projects including customer segmentation, A/B testing, marketing investment optimization, predictive modeling, promotion forecasting, and pricing analysis. We are closely integrated with our business leaders and support their ability to make critical decisions. At Zoro, you will be challenged by new questions every day.
Duties and Responsibilities:
Lead data science projects from beginning to end: develop and refine the idea, create a project plan and methodology, collaborate with business partners, execute, and provide recommendations for the company
Collaborate with other data scientists to develop and implement algorithms, write code, evaluate relevant academic research, and deliver outputs
Advise the company about tools, data sources, and best practices to facilitate digital marketing, pricing, and web analytics
Build predictive and inference models using Python and R to support business initiatives in the areas of customer acquisition, activation, engagement, retention, or channel investment optimization
Document code and data science processes that are critical to the company, and develop strategies to ensure those processes are robust and fault-tolerant
Communicate findings to business leaders and colleagues using data visualizations, presentations, and written means
Qualifications:
Experience leading data science projects that have a direct impact on company objectives
Demonstrated ability to assist business decision-making through data mining and machine learning
Strong communication skills to collaborate effectively with business stakeholders. Must be able to interact cross-functionally and drive both business and technical discussions
5+ years’ progressive business experience in areas including marketing analytics, database marketing, data mining, or statistical modeling. Experience using data science or advanced analytics in an Internet retailer or a top-tier consumer-focused company is required
Ability to translate complex business problems into project plans and solve them by analyzing large amounts of data
Familiarity with Python or R for statistical modeling, clustering, classification, machine learning, and data mining
Demonstrated proficiency in SQL and cloud-hosted data platforms (Google Cloud Platform, AWS, etc)
Familiarity with BI tools such as Tableau or Looker, and ability to communicate results to business partners
Master’s degree preferred in quantitative fields such as Statistics, Engineering, Operational Research, or Economics
Knowledge of web tracking technology and web analytics tools (Google Analytics, Adobe Analytics, etc.) a definite plus

Final note: We share a commitment to our Zoro values – Win & Lose Together (We prefer winning!), Take Ownership, We Are Transparent, and Aspire to be Customer-Obsessed. Everything we do at Zoro is centered around delighting our customers. It's a natural extension of our company culture and how we care for each other. We believe when we act in ways that are consistent with these values, we can solve any technical challenge that lies ahead of us. As a Zoro employee, you can expect to work with smart, energetic people, learn something every day, and be valued for your perspective.

Zoro is an Equal Opportunity Workplace and an Affirmative Action Employer.
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or protected veteran status.


Apply Now","Sr Data Scientist, Zoro","Buffalo Grove, IL",3.6,-1,79 k$-104 k$ (Esti. de Glassdoor),-1,-1,Entreprise cotée en bourse
"Civis Analytics
3.2",-1,-1,-1,-1,"What we doAt Civis, we take a science-first approach to solving business problems using person-level data. With a blend of proprietary technology and statistical advisory services, we help public and private sector organizations find, understand and connect with the people they care about, so they can stop guessing and start using mathematical proof to guide decisions. We know others use ""data science"" and ""analytics"" as buzzwords, but at Civis we don't stand for fluff, and we will always deliver scalable products and technologies - not PowerPoints - to drive your business forward. Learn more about Civis at www.civisanalytics.com.Our missionTo democratize data science so organizations can stop guessing and make decisions based on numbers and scientific fact.About the RoleThe Applied Data Science (ADS) Team is the advisory arm of Civis Analytics, working closely with governments, companies, nonprofits, and campaigns to help solve their toughest challenges with data science. They are critical components of the project team and are expected to take leadership in understanding how to design and implement data science solutions for each client's unique situation. This position will be part of the ADS Public Sector team, which most commonly works with state and local governments, federal agencies, and public utilities.As a Senior Applied Data Scientist, you will structure hard problems, define our methodological approach, build predictive models, collaborate in cross-functional teams, and be responsible for project milestones and presentations. You will also be a mentor to other data scientists, potentially managing newer hires, contributing to internal assets, and fostering learning and collaboration. You will work closely with our Applied Data Science Leads and our Managing Director to develop relationships, partnerships, and proposals for new governmental work, and may take responsibility for entire projects or accounts as you grow in your role.This is a temporary, full-time, salaried position with benefits slated to end Dec. 31, 2020. There is a possibility of extension if the business requires it.Responsibilities* Work with colleagues to scope out and define our approach to complex client problems* Enhance, find patterns in, and build predictive models on large data sets* Work with other Applied Data Scientists, as well as other departments within Civis, to derive clear, actionable, and timely insights from analyses* Work with the Applied Data Science Lead to create deliverables such as data assets, pipelines, dashboards, and presentations that are client-ready, clear, and error-free* Work with the Applied Data Science Lead to develop business opportunities, proposals, and pitches for new work throughout the public sector marketMinimum Qualifications* Bachelor's degree in an analytical subject (statistics, math, economics, sociology, psychology, physics, etc.) or equivalent* Minimum of 4 years of related work experience* Proven business results using both SQL as well as either R or Python* Experience with machine learning techniques* Experience with persuasive writing and presentation* Demonstrated ability to work independently and in teams* Excellent interpersonal and communication skillsPreferred Qualifications:* MA or MS in an analytical subject* Experience leading projects, including managing the work of colleagues* Proven affinity for and experience mentoring teammates* Experience with analytics for the public sector or for utilities* Experience with collaborative coding tools including Docker and Github* Significant experience fielding and analyzing web panel surveysWhy join our team?* The opportunity to be part of a growing tech startup focused on solving interesting and meaningful problems, invested in internal promotion, and committed to fostering a diverse, equal and inclusive workplace.* Competitive benefits, including unlimited PTO, 401K match with immediate vesting, health, dental, and vision benefits, paid parental leave, breastfeeding support including breastmilk shipping services for traveling moms, flexible work from home policy, commuter benefits, wellness initiatives including weekly group meditations, monthly on-site massage therapy, and pet insurance.* Modern office, conveniently located in the Loop. Close to public transportation, great restaurants and beautiful city views.Civis Analytics embraces the individuality of our employees and we celebrate each other's differences. Our products, services, and culture benefit from and thrive on the unique perspectives brought by each person in our community. We're proud to be an equal opportunity workplace, and we are committed to equal employment opportunity regardless of race, age, sex, color, ancestry, religion, national origin, sexual orientation, gender identity, citizenship, marital status, disability, or Veteran status. If you have a disability or special need that requires accommodation, please contact internalrecruiting@civisanalytics.comIn compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States.EEO IS THE LAWEEO SupplementPay Transparency","Senior Applied Data Scientist, Government","Chicago, IL",3.2,-1,79 k$-104 k$ (Esti. de Glassdoor),-1,-1,Entreprise non cotée en bourse
"Allstate
3.4",-1,-1,-1,-1,"Where good people build rewarding careers.

Think that working in the insurance field can't be exciting, rewarding and challenging? Think again. You'll help us reinvent protection and retirement to improve customers' lives. We'll help you make an impact with our training and mentoring offerings. Here, you'll have the opportunity to expand and apply your skills in ways you never thought possible. And you'll have fun doing it. Join a company of individuals with hopes, plans and passions, all using and developing our talents for good, at work and in life.

Job Description",Sr Actuarial Data Scientist-Auto,"Chicago, IL",3.4,-1,79 k$-104 k$ (Esti. de Glassdoor),-1,-1,Entreprise cotée en bourse
"The Hartford
3.9",-1,-1,-1,-1,"The Hartford seeks energetic and passionate Data Scientist to focus on designing, developing and implementing solutions that will impact all aspects of the growing Middle and Large Commercial (MLC) business unit. The MLC Data Science team is a critical player in the multi-year transformation of the acquisition and underwriting experiences. Our Data Scientists play a significant role by both leading and partnering with the business and technical teams for a better understanding of the customer journey across multiple lines of business. As a Director & Data Scientist, you will focus on research for deliverables that support the evolution of the department’s capabilities to further develop and deliver impactful products to drive outcomes for both the business and clients.

Solutions developed by this multi-faceted team will support a wide range of business areas which include underwriting, claims, operations, risk engineering, and digital analytics. Our Data Scientists create a best in class modeling and analytics approach within the data science community. As a Director & Data Scientist, you will focus on developing analytic and predictive modeling solutions that feature engineering assets, experimental design, as well as a modeling techniques and abilities. Our Data Scientist toolbox consists of but is not limited to predictive Modeling Techniques, Machine Learning, Cognitive Computing, Unsupervised learning, and Augmented intelligence. As a Director & Data Scientist, you will support and explore those assets overtime through customer adoption and establishing a rhythm within the data science community.

Responsibilities
Mentor other Data Scientists to develop, test, validate, and maintain robust tools using supervised and / or unsupervised techniques through new products and services, customer segments, and competitive strategies.
Collaborate and partner with business stakeholders in a way that supports the vision and sustains a culture that treats analytics as a corporate asset. Review work with leadership and partners on an ongoing basis to calibrate deliverables against expectations
Help identify long term opportunities within the customer journey through the creation of models, algorithms and machine learning techniques to achieve financial objectives and solve problems.
Advance the departments capabilities by creating and deploying long term tools to continually evolve the business
Identify opportunities to build or leverage repeatable processes, assets and tools across business segments
Participate in identifying and assessing the value of new data sources and analytical techniques to ensure ongoing competitive advantage
Contribute to the development of strategies to achieve targeted business objectives. Follow through to ensure successful conclusion.
Accountable for long term ownership of models developed and evolution of those models as assigned.
Support and assist in evolving the processes used to develop and enhance our business needs
Support and model a high-performance collaborative culture
Develop a broad knowledge of The Hartford's formal and informal structures, business processes, and data sources beyond your immediate area of expertise
Remain current on state of the art tools applicable to your function
Present complex modeling to decision-makers that maximizes knowledge transfer and bottom-line impact of modeling results
Perform data mining and transforms raw data into actionable business information
Apply economic, quantitative, and statistical skills in the development of models to drive profitable growth, fight fraud, and make sound business decisions
Estimate the economic impact of operational decisions
Analyze business data to provide insight and business recommendations
Promote analytics opportunities of the company with customers and business partners.
Participate in the talent management process for hiring, onboarding, training and development of staff as needed
Collaborate with your leader to provide timely feedback on development and opportunities for staff you are mentoring
Suggest and participate in training opportunities for research staff and others in the organization
Experience & Skills
Master’s or Ph.D. in Statistics, Applied Mathematics, Quantitative Economics, Actuarial Science, a similar analytical field or progress towards a relevant professional designation (i.e. ACAS/FCAS, ASA/FSA, CFA, etc.)
5-8 years of relevant experience building and deploying analytical solutions in Research Function in Insurance or Financial Services or related field.
Experience in Property & Casualty insurance a plus.
Technical/Functional Skills
Experience modeling data and analytical capability, using advanced tools such as Python or R.
Developed verbal/written communication skills, with particular emphasis on communicating to non-technical audiences.
Ability to translate complex technical topics into business solutions and strategies.
Exposure to executing change to core business processes through the innovative use of quantitative techniques.
Competencies
Drive and commitment to what is necessary to get the job done efficiently, thoroughly, and professionally.
Innovative. Seeks new and creative ways to approach analytical exercises and development projects.
Results-oriented. Demonstrates a sense of urgency and accountability for business issues.
Customer focused. Builds effective relationships within the data science community.
Equal Opportunity Employer/Females/Minorities/Veterans/Disability/Sexual Orientation/Gender Identity or Expression/Religion/Age

** NO AGENCIES PLEASE **","Director and Data Scientist, Middle and Large Commercial Data Science","Chicago, IL",3.9,-1,79 k$-104 k$ (Esti. de Glassdoor),-1,-1,Entreprise cotée en bourse
"Capgemini
3.9",-1,-1,-1,-1,"Chicago Data Scientist

The AI & Analytics practice group at Capgemini is expanding its footprint… rapidly. As part of the fastest growing digital practice within Capgemini, we work with the latest advanced analytics, machine learning, and big data technologies to extract meaning and value from data in a number of different industries, including Media & Entertainment, High Tech, Automotive, Consumer Products & Retail, Industrial Products, Manufacturing, Telecom, Aerospace & Defense, and Energy & Utilities.

The AI & Analytics group is the fastest growing digital practice at Capgemini demanding agile innovation. As part of the AI & Analytics group, you will work in a collaborative environment with internal and client resources to understand key business goals, build solutions, and present findings to client executives while solving real-world problems. If you are passionate about solving problems in the realm of cognitive computing, big data, and machine learning while utilizing business acumen, statistical understanding, and technical know-how, the AI & Analytics practice group at Capgemini is the best place to grow your career.

Role & Responsibilities:


Work in a collaborative environment with global teams to drive client engagements in a broad range of industries to design and build scalable AI and Machine Learning solutions to solve business problems and create value by leveraging client data

Work with team to quickly understand client needs, develop solutions, and collaboratively present findings to client executives

Collaborate with team to provide data-driven recommendations and solutions to clients by clearly articulating complex technical concepts through generation and delivery of presentations

Analyze and model both structured and unstructured data to generate value

Use industry expertise and data science experience to uncover new opportunities with clients’ data

Perform EDA and feature engineering to both inform the development of statistical models and generate improve model performance and flexibility
Candidates should be flexible / willing to work across this delivery landscape which includes and not limited to Agile Applications Development, Support and Deployment.

Applicants for employment in the US must have valid work authorization that does not now and/or will not in the future require sponsorship of a visa for employment authorization in the US by Capgemini.

(Includes Data Modeler, Data Miner.) Responsible for importing, cleaning, transforming, validating and modeling data with the purpose of understanding and drawing conclusions from data (may be presented in charts, graphs, and/or tables). Also, design and develop relational databases for collecting and storing data and build and design data input and data collection mechanisms.

Required Skills and Experience:

You are responsible for data related activities such as data extraction, profiling, cleansing, de-duplication, standardization, conversion, transformation and loading, data mining, warehousing, archiving and reporting. Responsible for all activities required to ensure optimum performance and data integrity of databases in production environments, in line with the requirements. Responsible for providing support of server based databases in development and test environments including database software installation, database creation, performance and capacity design, backup and recovery design, security design, providing Analytical feedback as appropriate.

Qualifications


1 -2 years industry experience, with work in a quant or data scientist field preferred

Master’s degree or PhD in Computer Science, Statistics, Economics, Mathematics, or other closely related field

Excellent team-oriented and interpersonal skills, with a strong interest for consulting

Outstanding communication skills with the ability to clearly articulate findings and present solutions to business partners

Preferred Qualifications


Experience with one or two of the following: Deep Learning methods, NLP, computer vision, sentiment analysis, topic modeling and graph theory and databases

Experience with common data science tools such as Python, R, PyTorch, TensorFlow, Keras, NLTK, Spacy, or Neo4j, and a good understanding of modelling platforms (Azure AutoML, SageMaker, DataBricks, DataRobot and H2O.ai)

Experience working with big data distributed programming languages, and ecosystems: Spark, Hadoop, MapReduce, Pig, Kafka

Familiarity with Cloud-based environments such as AWS (S3/EC2), Azure, Google Cloud

Knowledge of other coding languages such as Java, Matlab, SAS, C

Experience with building and deploying predictive and prescriptive analytics modelss Knowledge, Software Engineering Leadership, Architecture Knowledge and Technical Solution Design.

Capgemini is an Equal Opportunity Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, national origin, gender identity/expression, age, religion, disability, sexual orientation, genetics, veteran status, marital status or any other characteristic protected by law.

This is a general description of the Duties, Responsibilities and Qualifications required for this position. Physical, mental, sensory or environmental demands may be referenced in an attempt to communicate the manner in which this position traditionally is performed. Whenever necessary to provide individuals with disabilities an equal employment opportunity, Capgemini will consider reasonable accommodations that might involve varying job requirements and/or changing the way this job is performed, provided that such accommodations do not pose an undue hardship.
Click the following link for more information on your rights as an Applicant : http://www.capgemini.com/resources/equal-employment-opportunity-is-the-law
About Capgemini
A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of clients’ opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50 year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company of 200,000 team members in more than 40 countries. The Group reported 2018 global revenues of EUR 13.2 billion.

Visit us at www.capgemini.com. People matter, results count.",Data Scientist Consultant,"Chicago, IL",3.9,-1,79 k$-104 k$ (Esti. de Glassdoor),-1,-1,Entreprise cotée en bourse
"Reyes Beer Division
3.3",-1,-1,-1,-1,"Position Summary:

A Senior Data Scientist is responsible for executing statistical and mathematical analyses to support business decision making.

Position Responsibilities may include, but not limited to:
Identify best or most applicable analytical techniques for a given business problem.
Interpret, refine and deploy model results to business users.
Develop accurate, error-free analytical models to address business problems using R, Python, SPSS and other relevant languages / environments.
Utilize complex statistical modeling to make predictions about future outcomes and in multiple scenarios.
Implement models and monitor their outcomes; ensure they conform to data security standards at all times.
Employ data visualization tools where appropriate (ggplot, Tableau, ThinkCell, etc.).
Create processes and tools to monitor and analyze model performance and data accuracy.
Partner with Data/Analytics Translator and IT / BI / Data Management to ensure data used for modelling accurately reflects business reality.
Effectively communicate model approach, outputs and insights to IT and Analytics audiences.
Other projects or duties as assigned.
Documents projects including business objectives, data gathering and processing, leading approaches, final algorithm, detailed set of results and analytical metrics.
Effectively resolves problems and roadblocks as they occur.
Develops materials to explain project findings.",Senior Data Scientist - RBD,"Rosemont, IL",3.3,-1,79 k$-104 k$ (Esti. de Glassdoor),-1,-1,Entreprise non cotée en bourse
"Tempus
3.3",-1,-1,-1,-1,"Passionate about precision medicine and advancing the healthcare industry?

Recent advancements in underlying technology have finally made it possible for AI to impact clinical care in a meaningful way. Tempus' proprietary platform connects an entire ecosystem of real-world evidence to deliver real-time, actionable insights to physicians, providing critical information about the right treatments for the right patients, at the right time.

On the Outsights team at Tempus, we are data-savvy scientists helping our partners in the pharmaceutical industry maximize the value they get from our real-world data. We work directly with external scientists and business stakeholders to understand their goals, translate those into scientifically robust hypotheses, and analyze Tempus data to answer their scientific questions.

We are seeking a highly motivated and capable data scientist with extensive experience and interest in oncology and/or pharmacology. Top candidates will also have experience working with clinical and research data pipelines, working on cross-functional teams, and implementing machine learning and/or statistical models.

What you'll do:

As part of the external data science team at Tempus, you'll be on the front lines of our collaborations with external partners, helping them apply cutting-edge data science techniques to unique cancer datasets. Your work will be part of the foundation of the next layer of research questions: you will be responsible for implementing and/or developing bioinformatics tools to address biological questions that query cancer datasets, and for communicating results and scientific findings on a regular basis, using appropriate communication and visualization tools commonly used in biological research.

Requirements:
Advanced degree (Masters or PhD) in biostatistics, bioinformatics, immunology, computational biology, statistics, computer science, or related field, or 3+ years experience working with genomic and clinical data in cancer
Experience working with statistical modeling, data mining and/or machine learning methods
Proficiency in R or python and/or other programming languages
2+ years experience working with clinical cancer data (progression free vs overall survival, clinical trial design, data imputation and managing missing variable bias, etc)
Strong project management skills: defining research questions, writing scientific roadmaps, tracking progress against those roadmaps, aligning scientific results with business outcomes
Demonstrated ability to communicate technical concepts to non-technical stakeholders
Collaborative mindset, an eagerness to learn and a high integrity work ethic
Nice-to-have:
Familiarity with standard bioinformatics pipelines
Familiarity with the oncology pharmaceutical landscape
Experience doing inferential statistics on observational data
Experience putting data science workflows into production
Experience with version control, software testing, AWS technical stack
External outreach or education (consulting, giving talks, teaching, open source contributions)",Real World Analytics Data Scientist,"Chicago, IL",3.3,-1,79 k$-104 k$ (Esti. de Glassdoor),-1,-1,Entreprise non cotée en bourse
"Serverlogic
3.5",-1,-1,-1,-1,"This is not your average Data Analyst role. Data is your passion. Designing algorithms to solve complex business problems is fun for you. Using your critical thinking skills to turn data insights into actionable strategy drives you. If you recognize yourself in those three sentences, this may be your dream job. ServerLogic has partnered with a fast-growing publicly traded company with offices in downtown Chicago, to identify a Data ScientistAlgorithm Designer for this direct hire opportunity. What you bring to the table A passion for discovering and communicating insights. An innate drive to use analytics to improve the business and make impactful strategic decisions. What our client brings to the table Central downtown location Flexible Work Arrangements, and we mean FLEXIBLE! (3 days remote2 days in the office) In-House Gym Excellent Health and Wellness benefits, including infertility treatment 401(K) Matching Innovative Work Environment Unlimited Vacation Days Yes, this is for real Annual Incentive Equity The work Partner with your peers to develop algorithmic solutions to business problems Perform data analyses using descriptive statistics and other methods Perform ad-hoc analyses and provide actionable insights to marketing and product teams that drive business decisions Define KPIs and create standard reports and dashboards to analyze performance work with cross-functional teams to set targets and measure performance Your required background 2+ years of experience in quantitative analysis and data science, or relevant experience Bachelor sMaster s degree in Computer Science, Math, Statistics, or another quantitative field Familiarity using SQL and working with large datasets Data modeling experience in Python or R Ability to synthesize data from multiple sources to drive actionable insights Expert data harmonization skills questions every data point before relying on it Great collaborator able to work with others while taking individual initiative What we d love to see Experience working with Multiarmed Bandit Algorithms Experience developing, programming, and maintaining algorithmic decision-making systems. (e.g., linear programming, sequential Monte Carlo, and other algorithms) Expert data harmonization skills questions every data point before relying on it Knowledge of Machine Learning models and advanced statistical techniques (Gradient Boosted Trees, Neural Networks, Logistic Regression, ANOVA, Time Series Analysis) a major plus Experience with building reports in Tableau a plus All offers of employment are contingent upon clear results of a background check.",Data Scientist/Algorithm Designer,"Chicago, IL",3.5,-1,79 k$-104 k$ (Esti. de Glassdoor),-1,-1,Entreprise non cotée en bourse
